first_name,last_name,location,linkedin,email,current_title_and_company,prior_title_and_company,school_and_degree,climate_interest_reason,created_at,status,internal_notes
Adam,Anderson,LA,https://linkedin.com/in/adamanderson,adamanderson@yahoo.com,Marketing Manager at Microsoft,Self-employed,State University - Business,Considering building something but still ideating.,2026-02-17T05:34:19Z,applied,
Sienna,Lopez,New York,https://linkedin.com/in/siennalopez,sienna.lopez@outlook.com,Business Development at VC Fund,,Oxford - PPE,Considering building something but still ideating.,2026-02-01T07:46:39Z,accepted,
Nina,Thompson,Chicago,https://linkedin.com/in/ninathompson,nina.thompson@yahoo.com,Family Office,,State University - Business,Exploring whether climate is a space worth committing to.,2026-01-13T22:35:01Z,confirmed,
Eli,Clark,Los Angeles,,eliclark@outlook.com,MBA Candidate @ Amazon,,High School Senior,I don't have a concrete idea yet but want exposure.,2026-01-07T00:25:39Z,accepted,
Hannah,Nguyen,NYC,https://linkedin.com/in/hannahnguyen,hannah.nguyen@protonmail.com,Angel Investor,,Harvard - Economics,"Honestly, I just like meeting founders and seeing what people are building.",2026-01-28T13:14:18Z,accepted,Likely strong founder.
Ethan,Lopez,New York,https://linkedin.com/in/ethanlopez,elopez@yahoo.com,ML Engineer @ Google,Chief of Staff @ Amazon,High School Senior,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-10T07:33:29Z,applied,
Logan,Stewart,Berlin,https://linkedin.com/in/loganstewart,loganstewart@protonmail.com,Data Scientist at Google,,High School Senior,I'm a technical founder exploring climate SaaS opportunities.,2026-02-08T15:26:31Z,confirmed,VC attendee.
Noah,Moore,Berlin,,noah142@gmail.com,Backend Engineer at Stealth,,High School Senior,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-12T18:58:49Z,accepted,
Sofia,Lopez,MA,,sofialopez@protonmail.com,Google,,Harvard - Economics,Just curious about the startup scene.,2026-02-19T17:42:31Z,accepted,
Jun,Stewart,Denver,https://linkedin.com/in/junstewart,jstewart@yahoo.com,Full Stack Engineer at Nonprofit,ML Engineer @ Self-employed,NYU - Marketing,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-19T04:23:04Z,confirmed,VC attendee.
Aisha,Clark,Remote,https://linkedin.com/in/aishaclark,aisha.clark@outlook.com,Product Manager (non-technical) at Microsoft,Chief of Staff @ University,MIT - Engineering,I want to meet interesting people.,2026-02-17T10:01:39Z,applied,
Kiran,Campbell,Miami,https://linkedin.com/in/kirancampbell,kiran146@yahoo.com,Microsoft,Venture Associate @ Family Office,State University - Business,Just curious about the startup scene.,2026-02-09T11:33:30Z,applied,
Aiden,Nelson,CO,https://linkedin.com/in/aidennelson,aidennelson@protonmail.com,Business Development,,UCLA - Design,I want to meet interesting people.,2026-02-05T14:27:15Z,confirmed,
Aisha,Hernandez,FL,https://linkedin.com/in/aishahernandez,aisha148@protonmail.com,Community Lead @ Stripe,,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-01-23T21:24:09Z,applied,
Casey,Adams,London,https://linkedin.com/in/caseyadams,caseyadams@protonmail.com,Data Scientist @ Airbnb,,High School Senior,I'm a technical founder exploring climate SaaS opportunities.,2026-02-14T13:40:36Z,declined,
Adam,Adams,Seattle,https://linkedin.com/in/adamadams,adam150@outlook.com,Data Scientist at Self-employed,,High School Senior,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-13T20:21:30Z,applied,
Anika,Davis,MA,https://linkedin.com/in/anikadavis,adavis@protonmail.com,Data Scientist @ Airbnb,Community Lead @ Self-employed,NYU - Marketing,I'm a technical founder exploring climate SaaS opportunities.,2026-02-19T12:03:41Z,applied,
Sandeep,Walker,MA,https://linkedin.com/in/sandeepwalker,swalker@yahoo.com,Recruiter @ Stripe,,,Just expanding my network.,2026-02-03T06:57:52Z,confirmed,
Morgan,Wilson,Austin TX,https://linkedin.com/in/morganwilson,mwilson@gmail.com,Stripe,Community Lead @ Nonprofit,Harvard - Economics,Just curious about the startup scene.,2026-01-18T04:40:50Z,accepted,
Omar,Walker,Boston,,omarwalker@yahoo.com,AI Researcher @ Shopify,Community Lead @ Microsoft,,Curious whether distributed systems problems show up in climate infra.,2026-02-07T05:09:06Z,declined,
Jun,Parker,MA,https://linkedin.com/in/junparker,jparker@gmail.com,Business Development at Microsoft,,State University - Business,Exploring whether climate is a space worth committing to.,2026-01-11T05:29:17Z,applied,
Jackson,Collins,Miami,https://linkedin.com/in/jacksoncollins,jacksoncollins@yahoo.com,Business Development,Sales Director @ Stripe,,I want to meet interesting people.,2026-01-21T00:07:35Z,applied,
Mason,Adams,TX,https://linkedin.com/in/masonadams,mason157@yahoo.com,Consulting Firm,,MIT - Engineering,Exploring whether climate is a space worth committing to.,2026-01-07T19:53:44Z,applied,
Theo,Singh,TX,,tsingh@yahoo.com,Policy Analyst @ Nonprofit,Operations Manager @ Consulting Firm,Community College,I want to meet interesting people.,2026-01-23T16:59:46Z,accepted,
Sienna,Torres,Denver,https://linkedin.com/in/siennatorres,sienna.torres@yahoo.com,AI Researcher,,Cambridge - Engineering,Curious whether distributed systems problems show up in climate infra.,2026-02-07T15:26:26Z,applied,
Isabella,Moore,CA,https://linkedin.com/in/isabellamoore,imoore@yahoo.com,Product Manager (non-technical) @ Microsoft,Coinbase,,I want to meet interesting people.,2026-01-02T01:48:08Z,applied,
Noah,Thompson,Berlin,https://linkedin.com/in/noahthompson,noah161@protonmail.com,Recruiter,,MIT - Engineering,I recruit for startups and want to understand what climate companies need.,2026-01-28T21:24:39Z,declined,
Hannah,Cho,New York,https://linkedin.com/in/hannahcho,hannah162@protonmail.com,Startup Founder (exploring) @ Stealth,Stripe,,Just curious about the startup scene.,2026-01-18T15:42:27Z,applied,
Marcus,Ramirez,CO,,marcus163@protonmail.com,Software Engineer @ Nonprofit,Student at Stealth,State University - Business,Curious whether distributed systems problems show up in climate infra.,2026-01-22T00:01:35Z,applied,
Sophia,Patel,SF,https://linkedin.com/in/sophiapatel,sophia164@protonmail.com,Angel Investor,Marketing Manager @ Family Office,NYU - Marketing,Exploring a new climate thesis around industrial decarbonization.,2026-01-05T07:44:01Z,declined,Probably not serious.
Daniel,Turner,NYC,https://linkedin.com/in/danielturner,daniel165@gmail.com,Sales Director at Microsoft,Marketing Manager @ Consulting Firm,NYU - Marketing,Just curious about the startup scene.,2026-01-15T01:47:26Z,applied,
Grace,Perez,TX,https://linkedin.com/in/graceperez,graceperez@protonmail.com,Student at Google,Operations Manager @ Stealth,MIT - Engineering,I don't have a concrete idea yet but want exposure.,2026-01-12T03:03:01Z,applied,
Maya,King,Austin TX,https://linkedin.com/in/mayaking,maya.king@outlook.com,Software Engineer @ Amazon,ML Engineer at University,Stanford - CS,I'm a technical founder exploring climate SaaS opportunities.,2026-02-15T13:22:17Z,applied,
Anika,Kim,Miami,https://linkedin.com/in/anikakim,anika168@yahoo.com,Business Development,,State University - Business,Considering building something but still ideating.,2026-02-22T09:09:16Z,applied,
Elena,Mitchell,Seattle,https://linkedin.com/in/elenamitchell,elenamitchell@protonmail.com,Student,,Cambridge - Engineering,I don't have a concrete idea yet but want exposure.,2026-01-03T09:14:54Z,applied,
Noah,Martinez,SF,https://linkedin.com/in/noahmartinez,noahmartinez@outlook.com,Product Manager (non-technical) @ Consulting Firm,Community Lead,Stanford - CS,Exploring whether climate is a space worth committing to.,2026-02-13T08:43:24Z,applied,
Noah,Collins,TX,https://linkedin.com/in/noahcollins,noah171@protonmail.com,Data Scientist,Sales Director @ Family Office,UCLA - Design,Curious whether distributed systems problems show up in climate infra.,2026-02-07T05:53:35Z,confirmed,
Maya,Singh,FL,https://linkedin.com/in/mayasingh,mayasingh@protonmail.com,Backend Engineer at Self-employed,Chief of Staff @ Family Office,Harvard - Economics,Curious whether distributed systems problems show up in climate infra.,2026-01-06T12:36:14Z,confirmed,
Adam,Chen,Los Angeles,https://linkedin.com/in/adamchen,adamchen@gmail.com,Full Stack Engineer at VC Fund,Policy Analyst at Airbnb,UCLA - Design,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-12T10:14:41Z,confirmed,
Ben,Edwards,USA,,benedwards@outlook.com,Product Manager (non-technical),,High School Senior,Mostly here to learn and see what people are working on.,2026-02-06T21:20:31Z,applied,
Sam,Davis,FL,https://linkedin.com/in/samdavis,sam175@outlook.com,Software Engineer at Self-employed,,UCLA - Design,I'm a technical founder exploring climate SaaS opportunities.,2026-02-17T07:32:51Z,confirmed,VC attendee.
Olivia,Ramirez,CO,https://linkedin.com/in/oliviaramirez,olivia.ramirez@outlook.com,Software Engineer,MBA Candidate @ VC Fund,NYU - Marketing,Curious whether distributed systems problems show up in climate infra.,2026-01-10T22:38:52Z,confirmed,
Diego,Lee,LA,https://linkedin.com/in/diegolee,diego177@protonmail.com,Marketing Manager @ University,ML Engineer @ University,UCLA - Design,Just curious about the startup scene.,2026-01-26T10:49:29Z,applied,
Lily,Thompson,Berlin,https://linkedin.com/in/lilythompson,lthompson@protonmail.com,Venture Associate @ Self-employed,ML Engineer @ Microsoft,State University - Business,I heard there would be good snacks and interesting conversations.,2026-02-14T12:38:05Z,applied,VC attendee.
Sofia,Adams,,https://linkedin.com/in/sofiaadams,sofia179@protonmail.com,CTO @ Airbnb,,Stanford - CS,Curious whether distributed systems problems show up in climate infra.,2026-01-30T22:23:43Z,applied,
Sophia,Wilson,Toronto,,sophiawilson@protonmail.com,AI Researcher @ Early-stage startup,Startup Founder (exploring) at Airbnb,NYU - Marketing,Curious whether distributed systems problems show up in climate infra.,2026-02-21T00:31:06Z,applied,
Lily,Phillips,Remote,https://linkedin.com/in/lilyphillips,lphillips@outlook.com,Recruiter,CTO @ Microsoft,Cambridge - Engineering,I recruit for startups and want to understand what climate companies need.,2026-01-21T21:02:13Z,accepted,
Zoe,Anderson,CO,https://linkedin.com/in/zoeanderson,zanderson@gmail.com,Sales Director @ Self-employed,,State University - Business,Just curious about the startup scene.,2026-02-17T15:09:41Z,applied,
Claire,Young,Denver,https://linkedin.com/in/claireyoung,cyoung@gmail.com,University,Shopify,Cambridge - Engineering,Exploring whether climate is a space worth committing to.,2026-01-20T17:48:19Z,applied,
Keiko,Gonzalez,SF,https://linkedin.com/in/keikogonzalez,keiko184@outlook.com,Coinbase,,Cambridge - Engineering,I want to meet interesting people.,2026-01-14T18:25:15Z,applied,Likely strong founder.
Camila,Edwards,Bay Area,https://linkedin.com/in/camilaedwards,camila.edwards@gmail.com,Full Stack Engineer @ Stripe,,Cambridge - Engineering,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-14T03:50:58Z,applied,
Yuki,Gonzalez,,,yukigonzalez@yahoo.com,Startup Founder (exploring) @ Family Office,,Community College,Considering building something but still ideating.,2026-01-10T10:05:51Z,applied,
Sara,King,"San Francisco, CA",,sara.king@yahoo.com,Operations Manager,,High School Senior,I don't have a concrete idea yet but want exposure.,2026-01-04T05:32:17Z,applied,
Arjun,Thompson,Miami,,arjunthompson@protonmail.com,Angel Investor at University,,Stanford - CS,I invest in early-stage startups and want to meet serious technical climate founders.,2026-02-14T10:29:14Z,applied,
Diego,Lopez,Toronto,https://linkedin.com/in/diegolopez,diego189@protonmail.com,AI Researcher @ Google,Software Engineer @ Amazon,Stanford - CS,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-31T06:40:44Z,accepted,
Lucas,Hill,,https://linkedin.com/in/lucashill,lucas190@protonmail.com,Startup Founder (exploring),Talent Lead at Shopify,Community College,I want to meet interesting people.,2026-01-11T05:56:58Z,applied,
Sofia,Hill,CO,https://linkedin.com/in/sofiahill,sofiahill@yahoo.com,University,Full Stack Engineer @ VC Fund,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-02-21T16:30:38Z,declined,
Casey,Patel,TX,https://linkedin.com/in/caseypatel,caseypatel@yahoo.com,Product Manager (non-technical) at Amazon,Policy Analyst at Self-employed,,I want to meet interesting people.,2026-01-18T03:49:13Z,applied,
Rohan,Chen,"San Francisco, CA",https://linkedin.com/in/rohanchen,rohanchen@protonmail.com,Venture Associate,Technical Co-founder,High School Senior,I heard there would be good snacks and interesting conversations.,2026-02-21T01:38:11Z,applied,
Nina,Baker,Miami,https://linkedin.com/in/ninabaker,nbaker@gmail.com,Business Development @ VC Fund,Venture Associate,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-01-20T00:41:10Z,applied,
Arjun,King,Canada,https://linkedin.com/in/arjunking,arjunking@gmail.com,Backend Engineer at University,,,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-30T15:17:47Z,accepted,
Ava,King,Bay Area,https://linkedin.com/in/avaking,ava196@yahoo.com,Shopify,Recruiter @ Consulting Firm,Harvard - Economics,Exploring whether climate is a space worth committing to.,2026-01-28T21:31:46Z,applied,
Liam,Hernandez,Miami,,liam.hernandez@outlook.com,Venture Associate at University,Backend Engineer @ Shopify,Oxford - PPE,Exploring a new climate thesis around industrial decarbonization.,2026-01-09T10:37:00Z,applied,
Anika,Baker,LA,https://linkedin.com/in/anikabaker,anika.baker@outlook.com,Backend Engineer at Shopify,Angel Investor @ Shopify,Community College,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-09T18:28:32Z,applied,
Sienna,Green,Los Angeles,https://linkedin.com/in/siennagreen,sienna199@protonmail.com,Data Scientist at Self-employed,Technical Co-founder at Amazon,Community College,I'm a technical founder exploring climate SaaS opportunities.,2026-02-07T06:27:54Z,applied,
Jamie,Singh,Boston,https://linkedin.com/in/jamiesingh,jamie200@outlook.com,Startup Founder (exploring) @ Nonprofit,Software Engineer @ Shopify,UCLA - Design,I want to meet interesting people.,2026-01-08T23:32:54Z,applied,
Morgan,Adams,Denver,https://linkedin.com/in/morganadams,madams@protonmail.com,Stripe,,Harvard - Economics,Exploring whether climate is a space worth committing to.,2026-01-07T08:28:44Z,applied,
Anika,Hill,Bay Area,,ahill@outlook.com,Business Development @ Consulting Firm,,Stanford - CS,Considering building something but still ideating.,2026-02-15T10:48:49Z,applied,
Grace,Mehta,SF,https://linkedin.com/in/gracemehta,grace203@outlook.com,AI Researcher at Nonprofit,Policy Analyst at Microsoft,Oxford - PPE,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-02T21:53:17Z,confirmed,Student exploring.
Sam,Gonzalez,CO,,samgonzalez@yahoo.com,Full Stack Engineer @ Microsoft,MBA Candidate at Nonprofit,MIT - Engineering,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-10T20:27:14Z,applied,
Sandeep,Mehta,Boston,https://linkedin.com/in/sandeepmehta,sandeepmehta@yahoo.com,Talent Lead,Marketing Manager @ VC Fund,High School Senior,Just expanding my network.,2026-01-06T17:17:58Z,applied,Probably not serious.
